text,label,label_name,is_synthetic
i fared pretty well and was feeling quite pleased with myself that the journey went well,1,joy,0
i went crazy non stop dancing at rouge with her only because the live band was very good i was feeling very troubled and wanted to dance my problems away,0,sadness,0
i didnt like my former fob and felt joy when i received a telegram offering me a new one that i though better and for which i had been waiting,1,joy,0
i remember a couple of years ago i was feeling romantic and dreamy and asked him wonder if we ll celebrate our th anniversary,2,love,0
i could feel tears welling in my eyes and felt disappointed at my lack of fitness and ability to keep up and my annoyance at letting it get to me,0,sadness,0
i had just bought some stuff in guardian for contests and was feeling a bit too over the top if i grabbed indiscriminately in caring as well,2,love,0
i dont want to put to much pressure on myself but i feel like i could make the most amazing year ever,5,surprise,0
i always flashback to her talking about feeling burdened appearing on a radio show alone on lee jaeryong jungeuns good morning,0,sadness,0
i feel annoyed by that girl,3,anger,0
i feel about the scratches the way i feel about my wrinkles i am fond of them and regard them as evidence of a life well lived,2,love,0
i mean how can you not feel festive when youre wearing a great big snow man on your chest,1,joy,0
i feel completely isolated in the world thinking that i m the only one like me,0,sadness,0
i was feeling relatively indecisive and not very hungry until we walked past a barbeque place,4,fear,0
i have to care about and care for people with disabilities who are targeted by sensationalist media reports as well as at the same time feel the sorrow i do for the parents family members and community in newtown connecticut that is stunned by the events of today,5,surprise,0
i had a hard time feeling joyful this morning because this morning it was just about the gifts,1,joy,0
i feel is a dull worry,0,sadness,0
im still feeling that christmas loving with my polyvore boards and its only the start of advent,2,love,0
i could quote you a recent poll showing of young american muslim men feel suicide bombings are acceptable in defense of islam so apparently things like dont kill are not universally shared moral values,1,joy,0
i feel humiliated by the person who phoned,0,sadness,0
i put weight on it with my leg bent like when i get out of the car i feel a dull pain in my knee,0,sadness,0
im feeling pleased and glad that other people like thaliad and want to celebrate it,1,joy,0
i would feel more environmentally friendly if i sold it,1,joy,0
im feeling very hesitant about wanting to buy another house,4,fear,0
i feel the eyes on me the hateful eyes on the other side of the glass that belong to the family members of my beautiful victims,3,anger,0
i just feel like lex has convinced you that youre something that youre not martha said her eyes getting misty,1,joy,0
i witness what i feel helpless to change i take up my arms my heart and my pen and i write,0,sadness,0
i feel when the super exciting sensory bombardment is over,1,joy,0
i have really notcied is my mental clarity like im finally beginning to wake up after years of a foggy brain and feeling lethargic,0,sadness,0
im feeling wildly supportive as i swallow my tension that every single other five year old i know of not only knows his letters but knows them backward,2,love,0
i set out to make a copycat version of it saturday and i feel i was pretty successful,1,joy,0
i sit here tonight i feel anxious,4,fear,0
i feel im miserable when i try to do other things,0,sadness,0
i have to move stop staring at the other ladies this doesn t feel good does it feel bad,1,joy,0
i feel idiotic sifting through personals sites only nerve,0,sadness,0
im starting to feel and think as if i dont want to continue to pray for him anymore because its making me feel hopeless,0,sadness,0
i have also been feeling completely overwhelmed and so incredibly unappreciated,5,surprise,0
i will be honest it did feel a little strange being in the company of such greatness,5,surprise,0
i suppose it s partly my fault for forgetting my earplugs but it s still really frustrating to feel like you re being permanently damaged for no apparent reason,0,sadness,0
i feel defeated extremely agitated as well as frustrated beyond words,0,sadness,0
i feel like i ve already read every clever profile seen every picture and more importantly gone out on a first date with every guy on okc eharmony match etc,1,joy,0
i normally would call meaningless and stupid but i guess im feeling a little bit adventurous,1,joy,0
i feel spiteful toward him,3,anger,0
i can make someone feel unwelcome rrreeaallyy fast without saying a word,0,sadness,0
i was feeling discouraged and disgruntled and i was a href http tracifishbowl,0,sadness,0
i feel it is rude of me to ask,3,anger,0
i just do it to keep up with ian but really i feel shitty about it and wish i could just date ian,0,sadness,0
i continue to feel nervous inside and long to talk sensibly even just one time around someone its so wrong to have these feelings for on so many levels i have no clue,4,fear,0
im going to be honest with you i feel distraught,4,fear,0
i feel this energy of the divine flame,1,joy,0
i feel thrilled this will all be over in a matter of days,1,joy,0
i feel disturbed because of the world i saw through the camera s eyes,0,sadness,0
i like to watch people do horrible things so i can be outraged at them and feel superior,1,joy,0
i feel a little awkward about this but im going to share a poem with you,0,sadness,0
i feel hated by my parents,3,anger,0
im feeling groggy and having a bad skin day,0,sadness,0
i feel your presence beloved,2,love,0
i never feel bad spending money on other people just when i spend it on myself,0,sadness,0
i would spend hours prepping for the meeting with my supervisor and feeling convinced that i ve nailed it,1,joy,0
im sick of being dependent even partially so on someone that makes me feel so unwelcome,0,sadness,0
i still feel jealous of my friends when their moms talk politely with them,3,anger,0
i shook it off as we walked into the expansive beijing capital international airport feeling utterly un amused at the prospect of an international transfer in china,1,joy,0
i was terrified that the revelation of my feelings would drive him away though he reassured me it wouldn t,1,joy,0
i don t know i just had this gut feeling and it just really bothered me he said,3,anger,0
i feel glad for you,1,joy,0
im in a place right now where i feel safe and peaceful,1,joy,0
i feel is most dangerous is people dismissing these disconnects and not considering them trials equal to the physical hardships of the revered pioneers,3,anger,0
i agree it looks gorgeous and feels amazing but i have only worn it out on the town one time on new years eve,1,joy,0
i used to share my feeling and thought all to my lovely roomates shermin and joey,2,love,0
i surmise that after i have made myself sick one too many times on take out and sitcom re runs that i will come around again into feeling dissatisfied with a stationary life without much forward motion,3,anger,0
i feel that the only acceptable solution is to replace this brush with its rightful mac predecessor,1,joy,0
i just feel like its rude,3,anger,0
i feel like my life has become rather dull it lacks excitement but i feel next year will be different,0,sadness,0
i bought into what the world had told me would fill this emptiness but all it did was leave me lonely feeling confused at the emotional baggage and physical consequences i never expected,4,fear,0
i think im allowing myself to feel this way because im not heartbroken,0,sadness,0
i know whos interested in renaissance and baroque art i can relate with jamie because she like feels tender towards everything and thinks that inanimate objects have feelings,2,love,0
i wanted to write and feel purged of those repressed feelings,0,sadness,0
i got on and was nervous feeling very timid and shy but after a while we were talking like weve known each other our whole lives,4,fear,0
i feel that if he hadnt appeared out of nowhere and distracted me i would have noticed the light change and none of this would have happened,3,anger,0
ive realized over the last few months that i generally tend to feel tremendously dissatisfied after having sex with him,3,anger,0
i feel rather pissed off,3,anger,0
i am tied down to my thoughts in class as in life i cant perform i feel ashamed and afraid to be in myself,0,sadness,0
i was feeling ok it would be fun to drive over to dunstable and stand in a field for an hour or so watching people try and drive preposterous motors up grass slopes thats trialling,1,joy,0
i mean its beginning marks the end to one of the best months of the year which im left feeling exhausted from,0,sadness,0
i feel so carefree i never think of the crap going on in my life,1,joy,0
i feel that everyone is entitiled to their opinion and that opinion should be respected,1,joy,0
i got contact lenses the other day and am trying to get used to them i feel like my face looks really weird without glasses and its so strange when i see myself from a distance,5,surprise,0
i feel like i am doomed to spend the rest of my life in customer service i,0,sadness,0
i still have that feeling to you until now ya the feeling to loving you,2,love,0
i find that i cant do as much as i used to do without feeling exhausted,0,sadness,0
i feel very optimistic about everything at this moment,1,joy,0
i said im only pages and this book feels so tortured and you can really feel the pain of the characters,4,fear,0
ive been feeling like i cant put a lot into this because hes not caring about it anyway,2,love,0
i was well and feeling a bit of cabin fever i unwisely convinced spooky to take me to a matin e screening of scott stewarts legion,1,joy,0
i like to pray a decade whenever im feeling stressed or scared,3,anger,0
i am just waking up with not nearly enough sleep and feeling dazed,5,surprise,0
im referring to a comment in the pattern right now not feeling that divine really since i probably was born with a set of dpns in my hands,1,joy,0
i kept thinking about how awesome i would feel afterwards remembering how amazing i felt after my emotional spin class the previous night,5,surprise,0
i feel vicious and sleepy,3,anger,0
i feel like an ass saying that since my sweet sister has gone through quite possibly the worst year of her life at the same time,1,joy,0
i feel damaged from just witnessing it,0,sadness,0
i say that i feel like im hated,3,anger,0
i am a happily married man shows me his wedding ring and i swear i am not hitting on you but i just feel this sweet energy from you like i know you but i dont know you right,1,joy,0
i took a day off which is so unusual for me i almost feel naughty,2,love,0
i haven t done it in a couple years and now i feel like i m at a place where i hated it when i was doing it but i wish i could do it again,3,anger,0
i hope that you are all feeling festive and keeping warm,1,joy,0
i never want to be rude even when i feel someone has been rude to me and even then i don t want to i feel like i need to like if i don t crush the offender thoroughly i will be left in tears in front of everyone because i am so sensitive,3,anger,0
i feel my repressed emotions surfacing im glad for the solace i can seek in my writing,0,sadness,0
i am feeling like i have more energy and loving every minute of it,2,love,0
i feel stupid about my diamond richie mix up,0,sadness,0
i love taylor swift because she has so many inspiring song and her song always represent what i feel and she is so damn gorgeous and she is very nice to her fans,1,joy,0
i was pretty tired feeling a little homesick and not at all in the mood to mingle,0,sadness,0
im great at complaining because modern society is geared toward making people feel inadequate,0,sadness,0
i am still feeling pretty lousy from this allergy induced stupor so last night i just was not really feeling wildstar and interacting with other human beings,0,sadness,0
i feel even more bothered because here i am being bothered by this when the boy probably isn t even thinking about this,3,anger,0
i hate being selfish but i gotta admit i feel so depressed about it,0,sadness,0
i can truly empathize with your feelings of failure and discontent i would challenge you to re focus that energy in order to gear up for the next cycle,0,sadness,0
i don t feel comfortable doing it is what i m trying to say,1,joy,0
im which turned out to be easy yummy and made me feel very clever as i was able to make sandwiches and soup out of the leftovers like my mum,1,joy,0
i had awesome workouts and feeling amazing,1,joy,0
i wanted to feel like i could depend on you and put in ur care and dare i say tender hands some of the things i hold dear u like a winter never seen in these lands became so cold,2,love,0
i didn t even think i was the type of person that could feel homesick,0,sadness,0
i grabbed him by the collar and pulled him against me in a passionate tonguey kiss feeling his long member slide between my waiting ass cheeks as it pulsed on the frantic bud of my clit,4,fear,0
i knew i have this feeling but i ignored it,0,sadness,0
i feel out of place posting here since i feel so hesitant to join aa full force but i could use some insight from the people on the inside,4,fear,0
i feel isolated as a stay at home mum shonas story notes d athe only negative for me is that i feel isolated as a stay at home mum,0,sadness,0
i diabetes and clinical depression and put right the record on my abstinence from alcohol for over eight years i feel more calm and listened to by the specialists,1,joy,0
i really feel cute when i wear them,1,joy,0
i feel i am being neglectful to a lot of you by not responding to your comments,0,sadness,0
i am feeling pretty sad because it looks like i wont be able to plant my tomato garden this year,0,sadness,0
im sitting on the couch thinking about how miserable i feel from indulging in too much delicious food,1,joy,0
i feel so idiotic for letting you and myself call us best friends,0,sadness,0
i feel much alarmed at the prospect of seeing general jackson president,4,fear,0
i either feel like crap about myself all day and try to make up for it the rest of the day and am exhausted,0,sadness,0
i am feeling very thankful and relieved,1,joy,0
i am feeling quite anxious about it all,4,fear,0
i feel that he s really shy with his feelings because as he talked about how he felt what happened during the trip he was really nervous and i appreciate the effort to say all of that by the way,4,fear,0
i feel slightly weepy about this milestone and a lot happy,0,sadness,0
i seem to remember feeling very contented,1,joy,0
ive basically been cold calling companies with very little success which is why ive been feeling depressed from getting discouraged,0,sadness,0
i am so fucking sick its not funny my head feels like its going to explode my sinuses are aching my stomach is feeling sloshy im not sure if thats good,0,sadness,0
ive been resting and feeling generally unpleasant and queasy but in that frustrating background way where you dont feel right but cant place an exact cause,0,sadness,0
i am feeling jealous i remind myself of this story and it keeps me on the path to better living,3,anger,0
i feel so honoured so have been allowed to write my story and,1,joy,0
i achieved was deepening my realization that i need to plan ahead to feel satisfied and avoid making silly food choices,1,joy,0
ive had my ass handed to me by murt and im starting to feel fucked but just a little,3,anger,0
i feel extremely discontent right now,0,sadness,0
i realized i was a total idiot and forgot clarinet choir making me feel even more idiotic and stupid then i already was,0,sadness,0
ive been feeling homesick for several months probably since christmas,0,sadness,0
i stropped about for a bit feeling grumpy because i was missing out,3,anger,0
i am never happy for the things i do have i feel so ungrateful for that,0,sadness,0
i wanna know how does it feel being pretty and every guys love me,1,joy,0
i feel completely inadequate and unable to express any of it in words,0,sadness,0
i like your t shirt can achieve that and instill a sense of making the customer feel valued as a person but such comments should be sincere,1,joy,0
i disinterested but when i do read it i leave off feeling inadequate,0,sadness,0
i feel like a treasured prize,2,love,0
i kept staring at her quivering flower feeling that it was like a violent flower in time lapse photography a flower shivering with vigorous growth as it accelerated out to the flickering sun racing sky heralding the end of our relationship before it had even started,3,anger,0
i feel devastated for a young man,0,sadness,0
i thought about it a lot this weekend because i watched the fault in our stars which is about two kids who have cancer so that made me feel really weird and anxious,5,surprise,0
i really do feel it is beaten into us to breastfeed,0,sadness,0
i am feeling fairly contented,1,joy,0
i guess sometimes you arent aware of your true feelings until a playful kiss exposes them,1,joy,0
ive had a long road of that initially feeling like i was being rude for turning down food that was made brought for me and sometimes eating stuff because it was gluten free and looked delicious even if it maybe wasnt what i felt good about eating some really mediocre wedding cake for example,3,anger,0
i am sitting here typing this and wondering where i belong feeling distracted feeling comfortable feeling misunderstood and hurt,3,anger,0
i feel burdened by my own expectations,0,sadness,0
i was still feeling weird about the day before,4,fear,0
im feeling indecisive about what to do,4,fear,0
i were i probably wouldn t be saddled with all this guilt and feeling like i should be doing these things instead of pissing about doing highly unimportant things,0,sadness,0
i feel bad calling it mere book or story is six individual stories nestled together,0,sadness,0
i was also given several shiny presents because my friends are really rather cool i actually prefer late birthday presents to early ones as it extends the period of feeling beloved significant segments of all and sundry and is more unexpected,1,joy,0
i am feeling nostalgic more than anything,2,love,0
i might be able to recreate the feeling when i get back into the cold fog that awaits me tomorrow night,3,anger,0
i spend my energy making the world i live in a better place and do everything in my power not to kick people or feel superior to others who dont have the same challenges as myself,1,joy,0
i didn t feel very faithful at that point,1,joy,0
i feel its a reminder that im taking care of something so precious and need to treat myself better,1,joy,0
i had really felt quite good and safe about having the baby at home although there are always risks but i still feel blessed about how everything turned out,2,love,0
i feel like i can trust my faithful blogstalkers,2,love,0
i was battling the desire to move away from her not wanting to be rude but seriously feeling disturbed by her nearness,0,sadness,0
i feel like i am despised,3,anger,0
i feel like i am gaining strength quickly and could probably start to ease back into running now but i am pretty much scared silly,4,fear,0
i think lunch sounds datey and coffee feels casual,1,joy,0
i am feeling a little overwhelmed but ive been given some amazing tools met some wonderfully creative fun and crazy people and was reminded that i have a voice that has been silent for too long,5,surprise,0
i would have taken more but something feels weird about going to a foreign country and taking pictures of places and things that most of the people probably consider commonplace,4,fear,0
i gave my honest opinion revis told reporters in the jets locker room adding i feel that people let him slide when he says smart remarks on certain things,1,joy,0
i have a feeling im going to get an unpleasant comment anyway,0,sadness,0
i always won the dance contests when i went there and that was such a great feeling to have everybody watch you and to know that you entertained them,1,joy,0
i feel the weight of my single dom pulling me under like a dangerous rip tide that is relentlessly surrounding every inch of my body,3,anger,0
i feel fucked,3,anger,0
i woke up this morning feeling alittle disappointed i logged onto a href http calvaryccv,0,sadness,0
i feel rather stressed for the preparations for prom night,3,anger,0
i feel anger and love and failure i totally dont get an a in mothering friends and grief and loss and captivity and wonder and awe cannot be ignored,0,sadness,0
i am not even sure how to formulate my thoughts since i just put it down and am feeling slightly overwhelmed,4,fear,0
i look normal even when i feel terrible and it really is hard to hear someone say oh you look so good,0,sadness,0
i feel your suffering reflects just a fraction of my own suffering,0,sadness,0
i can t help but feel troubled by this,0,sadness,0
i feel that my beloved nakahara mai would voice her nicely,2,love,0
i was mightily nervous given that i crashed and burned at this point last time and i still remember feeling shocked at how hard i found the x second runs,5,surprise,0
i wasnt sure companies would be hiring this time of year but i am again feeling hopeful,1,joy,0
i remember as a child feeling totally scandalized and outraged when i found out that girls didnt play in the nfl,3,anger,0
im not feeling fantastic is that i havent actually taken any time to rest,1,joy,0
i read other peoples posts there are moments where i feel id give my left fingernail to be them my left fingernail is precious because its the only one i can polish perfectly out of the,1,joy,0
i don t really feel like doing much but maybe something gentle,2,love,0
i feel angry im happy,3,anger,0
i feel like i m witnessing the birth of a really amazing dm,1,joy,0
i feel like this was kind of a melancholy post with all my talk about anti love and fears,0,sadness,0
death of grandmother,0,sadness,0
i seem to be feeling a little less anxious this week but i sure wish that i could check on her every week at the doctor instead of the that are scheduled,4,fear,0
i had a feeling you were in need of a gorgeous envy,1,joy,0
i feeling confused with my life and want to know why my life,4,fear,0
i keep coming back to it but it feels awfully selfish of me to feel this low this negative when there are so many in far worse positions than i,3,anger,0
i think this feeling is fro trusting in god and sometimes its just apathy,1,joy,0
i woke up today feeling pissed off,3,anger,0
i wanted both but i feel greedy,3,anger,0
i feel any team pretty dangerous in playoffs york left wing ruslan fedotenko notes said,3,anger,0
im feeling very blessed to live in a state with such beautiful sights like virginia has,1,joy,0
i concentrated on the smell i started feeling it and knew it was the nostalgic aroma of my grand mother s home back in bhubaneswar orissa,2,love,0
i personally feel is a massively talented actor is chris evans captain america,1,joy,0
i guess it makes me feel more appreciative being able to live life,1,joy,0
i tend to stop breathing when i m feeling stressed,3,anger,0
i seriously considered pulling the offer and i was feeling that we rushed into it all too quickly,3,anger,0
i feel empty inside like all my light has been drained,0,sadness,0
i feel weird with just his perfect day of worry free lazy junk food and video games,4,fear,0
im feeling less than thrilled about having to go back to my second choice donor now that mr,1,joy,0
i wanted to not feel frightened anymore,4,fear,0
i looked at my son run up was rubbish dad your step was shocking where were your arms i smiled at him seasons best though i said feeling a tad foolish and i still had two jumps left ground swallow me now,0,sadness,0
i feel cdm flac custodes title alibi how much i feel cdm flac custodes download this in super speed resume support with premium account img src http i,1,joy,0
i feel tortured because i am not allowed to enjoy food the way my friend can,3,anger,0
i am feeling so proud that philippines is ought to called a emerging asian tiger this is how the prime minister of canada describe of the economy of the philippines it is definitely rising,1,joy,0
i somehow feel distraught and hopeless,4,fear,0
i was feeling grouchy and everything for the past few weeks but yesterday was such a happy day,3,anger,0
i love raising money for variety because it makes me proud to think oh my gosh a year old just raised dollars or wow i feel like people want to help and also get that cute dress in the back of my closet,1,joy,0
i feel really heartbroken,0,sadness,0
i was dwelling on the current state of my life i was unsure about my place in life and what i was going to do with it and i was feeling a bit bitter at god because of it,3,anger,0
i feel i am losing steam but friends help the time pass in the most pleasant of ways,1,joy,0
i can listen to it and feel dissatisfied,3,anger,0
i struggle with at church is feeling useful to the ward,1,joy,0
i struggling to find a common ground with not feeling deprived managing my stress and activity and living a healthy lifestyle,0,sadness,0
i had been lying to myself feeling that maybe because i so loved spending time with this fellow and thought he enjoyed his time so equally with me that maybe the ends justified the means,2,love,0
i am feeling fine november pat bertram a href http ptbertram,1,joy,0
i tell myself i am pretty a hundred times doesn t mean i feel pretty,1,joy,0
i dunno the word im even looking for i guess because im not exactly how i feel im selfish i know,3,anger,0
i feel it is unfortunate that in the end my year old will hate her father unless he ceases to use his daughter as a pawn to impress these women while she s still young enough to not realize what is really going on,0,sadness,0
i have been blogging i have told you of the countless ways that i feel loved and blessed by the people i call my friends,2,love,0
i believe even though at the time i didn t feel i should be hospitalized i m pretty sure it was a good thing i was,1,joy,0
i feel envious that they can keep their posts regular and interesting and wish that i could feel this way to,3,anger,0
i feel a strong sense of relief,1,joy,0
i feel that i still can forgive you but after you called me pervert hey im sorry you are totally out from my life,0,sadness,0
i feel like i am losing confidence but for now i feel calm,1,joy,0
i was feeling abnormally wimpy so i staked out my bird feeder,4,fear,0
i could have checked it down to the back and i feel like i got greedy and took a shot at the endzone and didn t throw the right ball i wanted to throw and then it got picked off,3,anger,0
i think they ll be sexy but will also make me feel more confident than the teeny tiny itsy bitsy bottoms that seem to be in vogue,1,joy,0
i got some good feedback from my summary of uganda i still feel as though i missed out on a lot of things i had wanted to say that i hope ill be able to come back to later on,0,sadness,0
i feel privileged to have read the stories i received and i enjoyed crafting a piece that i believe does justice to new zealand women screenwriters who write feature films,1,joy,0
i only ever wanted to make him happy and he made me feel so stupid,0,sadness,0
i was younger all i could think of was to move to a country where i feel accepted where i belong,1,joy,0
i know i should feel dismayed or at least sheepish that one of my friends basically believes i have an eating disorder but actually my emotional response to his statement was one of genuine surprise and pleasure that someone had noticed and remembered something about me,0,sadness,0
i feel like im getting there i have to admit i was stunned when i realized my list my entire laundry list of here to for impossible pie in the sky dreams,5,surprise,0
im feeling productive and brave,1,joy,0
i feel that the out of people that i encounter in the day that are rude and mean to me for no reason at all,3,anger,0
i can t fix this and am anticipating feeling humiliated when i see workmates and friends,0,sadness,0
i always feel afraid of telling people because i dont want them to see me differently my self image is very poor and i dont want to transcribe that onto them,4,fear,0
im being accused of feeling superior to the characters its usually by people who themselves feel superior to others,1,joy,0
i feel and bring him and coming against a savage the wax doll in the clouds blown across to tak my own feeling that be the bare feet were they were moving fast as i brought it as i love in a time for he yet i made him,3,anger,0
i got a sick feeling in my stomach i just did a blog post on my cute laundry room now my dryers going out,1,joy,0
i don t see december as the month of happiness counting down the days until christmas this doesn t feel like the season to be jolly anymore,1,joy,0
i must admit feeling popular is a wonderful feeling,1,joy,0
i know how you feel i m sorry you feel like that,0,sadness,0
i feel this effect backfires as the changes were distracting and solondz is talented enough to gain our sympathy sans gimmicks,1,joy,0
i feel a bit discouraged,0,sadness,0
i was feeling resentful enough to want to write about it here which means i need to work on look getting my hackles raised when others judge me,3,anger,0
i feel thoroughly unwelcome at this school and there are individual people who are clearly deeply moved by my work and my choices,0,sadness,0
i hope that one day i can escape tia place that i feel has held me back that has inhibited me from reaching my potential but that isnt me for decide just to pray on,0,sadness,0
i hope you ll consider coming out of your shell and let everyone around you feel your gorgeous personality,1,joy,0
im a marketer and i couldnt be bothered to investigate further which makes me feel that consumers probably cant be bothered either,3,anger,0
i also feel like i have been keeping myself intentionally stupid behind slow in the past ive known that keeping up with gaga would require getting up to light speed which transforms you into an artist and im ready to do that now an hold nothing back,0,sadness,0
i feel very unfortunate to have only in the last couple days have even discovered that seventy times seven even existed and hearing the twosongs together brought somewhat of a closure to a certain part of my musical life,0,sadness,0
i am feeling adventurous and after i get a little better aiming the direction of the drips i want to try to make something like this,1,joy,0
i am still feeling the positive effects of my visit with therapist and i feel very confident in her abilities and connections to psychologists with the necessary dr,1,joy,0
im feeling a bit less anxious about it all now and im actually starting to look forward to the challenge of the big event,4,fear,0
i stopped challenging him and always make him feel more than superior to me like magic the whole fighting stopped,1,joy,0
i did not feel any emotion or was deeply saddened or stunned for that matter,5,surprise,0
i am sure the pleasure of living in the open air with the sky for a roof and the ground for a table is part of the same feeling it is the savage returning to his wild and native habits,3,anger,0
i just need to express my feeling badly ignore this if i offended you,3,anger,0
i feel is useful and even adding my own two cents,1,joy,0
i didnt even realise just how out of control i have been feeling lately until i had a week of calm to gain some much needed perspective,1,joy,0
i wont go on about the anxieties i am feeling about this is being as neurotic as me about this,4,fear,0
im honest when i say a part of me feels tortured as though this is part of the system of function in your life the one that allows you to order and manipulate people in such a way so that they are lined up and positioned to serve their prupose when you should need them,4,fear,0
i feel entertained by myself as we arrive at the park,1,joy,0
ill still need chemo but at least i can feel relatively reassured about my prospects,1,joy,0
i feel the skeptical looks and eye rolls when we say we need a bigger house after all we re dinks double income no kids which is prettymuch the most awesome acronym ever,4,fear,0
i feel hated i feel like i dont belong and more and more i feel that i want to die,3,anger,0
im not feeling obnoxious with myself anymore,3,anger,0
i feel after venting to a notebook is amazing,1,joy,0
im choosing to feel bad and should stop is absolutely ludicrous,0,sadness,0
i function best with a lot on my plate and feel very uncomfortable with my life if i have nothing to do,4,fear,0
im sure you could tell we werent feeling too adventurous with the antipasti but i found the mozzarella with the proscuito pretty good,1,joy,0
i feel like there is so much more i could be doing for the community and loving children is what i excel at,2,love,0
i feel frightened in a kind of a raw way,4,fear,0
i have had the luxury of expressing myself and my feelings without the fear of getting beaten up or scolded,0,sadness,0
i am most defensive when i feel most threatened,4,fear,0
i was alone in a cottage i often stay in i was woken up by a rustling sound in the middle of the night,4,fear,0
i accidentally feel the mood and jumped into blogspot then what surprised me was for over views lol,5,surprise,0
i really feel devastated seeing him witness these things around him,0,sadness,0
im trying to give it my good old space feeling but rest assured that will change at some point,1,joy,0
i wish i knew how he was really feeling aside from reading the nervous twitches,4,fear,0
i feel hopeful like things are going to be great and like things are great,1,joy,0
i said on fb i was feeling strangely discontent tonight,0,sadness,0
im incredibly sensitive to the cold and as such i feel that its an extremely unpleasant thing to be exposed to,0,sadness,0
i started to mess around something must have distracted me cause now im feeling playful,1,joy,0
i feel scared and worthless when someone doesn t love me,4,fear,0
i feel my mom is simply feeling greedy is the lack of this reaction when her mom left the same type of will,3,anger,0
i tend to agree and so when i feel the burn i call forth for you my aching siren s song echoing through the years and dark leaves until you arrive wet with rain and anticipation,0,sadness,0
i have to admit that i was feeling distracted by the fact that i was blocking traffic,3,anger,0
i feel like there are as many theories about the attacks as there is about aids and i really dont feel like that is at all acceptable,1,joy,0
i feel super antisocial,1,joy,0
i feel a little glad to be distant from others a bit sad,1,joy,0
i feel extremely needy though i dont feel this way too often,0,sadness,0
i get frustrated i either put him down or give him to todd for a break as well because again i want him to feel peace and calm feelings not frustration,1,joy,0
i feel more optimistic about pakistan for now,1,joy,0
i feel like the last three months are going to go by super quick because we are going to be moving in a few weeks and then just getting situated and then bam,1,joy,0
i just didnt feel like taking her bitchy attitude,3,anger,0
i was feeling a little nostalgic,2,love,0
i did not feel in my soul that god has always been faithful to me,2,love,0
i feel all betrayed and disillusioned,0,sadness,0
i feel loved by family and smiled at by friends,2,love,0
i am feeling rushed or overwhelmed to have the perfect house that my brain explodes and all proper decision making skills get lost in the debris,3,anger,0
i lay myself raw and bare and let the enemies attack me for feeling so emotional over something they feel is silly because i want to be honest with myself and others,0,sadness,0
i tend to feel a bit cranky when i ve gone for a few days without making art,3,anger,0
i feel unimportant so inadequate,0,sadness,0
i would like you to start with asking yourself these questions with you feel stressed,3,anger,0
i fucking love christmas so i ve compiled a list of fun things going on in the ol smoke to get you feeling festive,1,joy,0
i am feeling really needy right now,0,sadness,0
i feel it would be pleasant to have a cigarette there is a sort of deep rooted memory of enjoying sucking that carcenogenic smoke into my lungs but i believe that feeling of pleasantness is an illusion,1,joy,0
im one of girl who feel insecure about herself always,4,fear,0
i didn t need to mention our difference but i was feeling very vulnerable because of the differences and was having a bit of fear that in someway i am doing something wrong,4,fear,0
i want to be able to declare how excited i am in the most sickening sing songy voice that anyone has ever heard but frankly i feel more terrified than anything,4,fear,0
i am feeling kind of sympathetic towards camilla for that,2,love,0
i floated through the day with my head just below the surface feeling a little melancholy depressed and couldnt seem to bring it above the water,0,sadness,0
im feeling rather impatient with these rainbows bursting in my veins,3,anger,0
im feeling pretty numb and focused on thinking about what needs to be done,0,sadness,0
i am sometimes confused as well for a moment in a time of need when the day to pay a bill has come and we dont have the money we need i sometimes feel confused as well,4,fear,0
i feel ignored and if he does message me tomorrow should i do the same to him,0,sadness,0
i have to admit i always feel apprehensive to order the wings when im eating out,4,fear,0
i feel those submissive feelings ill write down what i was doing or what brought them on,0,sadness,0
i feel like there is a tender spot still empathizing and feeling alongside those who are suffering,2,love,0
ill transfer those that i feel will be useful to next years class to the class website or specific content unit blogs or sites,1,joy,0
i feel my own heart a lot to make sure i am still there,1,joy,0
i remember looking out car windows as i was passengered around those first few months and feeling vaguely surprised as i was already deep in shock at how different things looked,5,surprise,0
i feel the earth move death cab for cutie this charming man spoon my mathematical mind,1,joy,0
i think i wake up every day feeling terrified in some way but then i feel totally exhilirated when facing things i ve always been scared to do,4,fear,0
i feel disrespected as if those of us who are so loyal to our relationships simply do not matter,2,love,0
im feeling generous and yesterday was my year tpt aversary and i have slacked in the blogging since last week as ive been sick,1,joy,0
i didnt feel as if i was supporting the whole conference but as i pulled gunk out of the drain in one of these sinks i wondered whether the folks who once again came through to make the conference work might be feeling some frustration if they didnt do the work nothing would be done,1,joy,0
i feeling almost defeated,0,sadness,0
i walked into the dawn treader feeling fairly skeptical and walked out with three great books one was a hardcover book in japanese that i picked up for my mom for,4,fear,0
i feel supporting herself and four,1,joy,0
im feeling generous tonight,2,love,0
i feel and yet your still hesitant to tell me,4,fear,0
i think about it more i have been feeling symptoms of a cold and headaches for the last couple days,3,anger,0
i finally allowed my feelings up and accepted them and myself the internal boundary began to dissolve i began to see how i was projecting my suppressed feelings out and creating a lot of pain in and around me,1,joy,0
i sort of suspected i was going to feel resentful and not really show my best side,3,anger,0
i cant shake the familiar feeling that ive got precious little time left,1,joy,0
i have been feeling strong and optimistic and then bam,1,joy,0
i let myself feel unsuccessful,0,sadness,0
i feel like i should feel contented but i am not,1,joy,0
i am feeling a little bit nostalgic,2,love,0
