id,i,name_tokens,ingredient_tokens,steps_tokens,techniques,calorie_level,ingredient_ids
255259,23883,"[40480, 34044, 9540, 40481]","[[34044], [1353], [6953], [5598, 13179], [5703, 2825], [38287, 7327], [1742, 540, 5809, 26285], [13249, 7524], [10444, 6020], [2832, 20323], [6953, 296, 11332]]","[40480, 40482, 2030, 1353, 485, 246, 14057, 240, 4846, 34044, 488, 32093, 562, 11421, 1571, 240, 522, 1073, 34044, 544, 4941, 40478, 40482, 9933, 16829, 5379, 488, 3383, 485, 2548, 485, 844, 7858, 40478, 40482, 23667, 26285, 240, 13249, 7524, 240, 10444, 6020, 488, 20323, 40478, 40482, 4846, 19414, 488, 21570, 488, 8263, 485, 3135, 40478, 40482, 4846, 16000, 34044, 488, 8263, 833, 40478, 40482, 4846, 7327, 668, 781, 6255, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,"[374, 7655, 6270, 5876, 6335, 3646, 339, 4253, 5006, 2399, 6273]"
316679,7776,"[40480, 19642, 37412, 3959, 9191, 556, 18594, 40481]","[[37412, 3959, 9191], [10444, 6020], [978, 3204, 26285], [6167, 18594, 10968], [13249, 11332], [6953]]","[40480, 40482, 13206, 481, 3959, 9191, 488, 1892, 688, 500, 1444, 40478, 40482, 7570, 481, 3959, 9191, 562, 292, 260, 5895, 1571, 240, 11343, 504, 754, 3338, 40478, 40482, 9933, 688, 40478, 40482, 851, 688, 2548, 645, 512, 823, 485, 6672, 688, 2339, 498, 720, 240, 609, 485, 616, 1579, 40478, 40482, 1584, 246, 1719, 15473, 6847, 556, 14653, 488, 7933, 556, 5523, 260, 3261, 7933, 40478, 40482, 7087, 481, 1346, 498, 481, 16126, 40478, 40482, 1072, 481, 3959, 9191, 500, 246, 1719, 12422, 2989, 2165, 488, 4846, 481, 6089, 40478, 40482, 7087, 688, 862, 40478, 40482, 491, 616, 1579, 512, 1598, 1595, 2961, 688, 562, 25175, 1428, 500, 481, 850, 240, 522, 8240, 481, 3959, 9191, 488, 6089, 666, 481, 3572, 15473, 6847, 488, 14259, 688, 40478, 40482, 14259, 491, 44, 8393, 1073, 1256, 481, 638, 512, 649, 688, 40478, 40482, 734, 11468, 7601, 481, 25175, 720, 714, 488, 8346, 481, 3959, 9191, 13829, 481, 6089, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[811, 5006, 6009, 2258, 4262, 6270]"
129401,169875,"[40480, 26285, 9021, 40481]","[[7424, 745], [6444], [17918], [15473, 10166], [26285]]","[40480, 40482, 4914, 7424, 745, 488, 6444, 40478, 40482, 7087, 500, 17918, 240, 10166, 488, 26285, 40478, 40482, 3852, 17532, 666, 1220, 4537, 40478, 40482, 1082, 504, 35050, 11274, 5070, 488, 31621, 556, 246, 7158, 522, 1220, 3602, 29969, 40478, 40482, 19007, 292, 260, 5895, 1571, 491, 43, 8393, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[4574, 6906, 2683, 335, 7620]"
50575,154349,"[40480, 4322, 7337, 5867, 31532, 759, 4530, 40481]","[[10444, 6020], [501, 29702], [15022], [5867, 4479], [31843], [1353], [6167, 1039, 25754], [4017], [1430, 827, 6591], [15341], [9649, 1289, 676, 824]]","[40480, 40482, 2525, 6020, 500, 28058, 715, 11868, 1583, 2525, 1073, 1845, 40478, 40482, 4846, 501, 29702, 488, 5539, 1073, 3746, 2507, 40478, 40482, 6018, 556, 40155, 9082, 488, 1233, 2913, 40478, 40482, 4846, 15022, 488, 5867, 485, 1164, 28058, 525, 501, 29702, 641, 9649, 500, 40478, 40482, 4835, 836, 240, 1927, 1098, 240, 562, 284, 1571, 522, 1073, 903, 2324, 40478, 40482, 7087, 1281, 31843, 240, 1353, 240, 1039, 25754, 240, 4017, 240, 827, 6591, 488, 15341, 40478, 40482, 4846, 9019, 485, 5867, 488, 9467, 862, 40478, 40482, 18115, 2525, 485, 11868, 240, 2454, 488, 5539, 40478, 40482, 9467, 488, 829, 2307, 6641, 562, 7379, 1571, 40478, 40482, 4846, 725, 1353, 645, 3638, 40478, 40482, 4103, 715, 1289, 676, 824, 522, 6878, 40478, 40482, 1495, 556, 17163, 501, 29702, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[5006, 70, 3184, 1306, 6265, 7655, 2253, 3723, 3502, 1511, 1714]"
25127,104480,"[40480, 7304, 36672, 12187, 24715, 40481]","[[15473, 7087], [8780], [9301, 4920, 7304], [8467, 1179], [17577, 17881], [15341]]","[40480, 40482, 2525, 10906, 485, 43, 8393, 9378, 40478, 40482, 6672, 24715, 7087, 5175, 485, 7720, 6054, 40478, 40482, 488, 1233, 2913, 40478, 40482, 8240, 6737, 8780, 500, 291, 244, 7056, 3505, 40478, 40482, 1082, 7304, 15786, 500, 2695, 498, 7056, 3505, 40478, 40482, 35009, 15341, 488, 8467, 1179, 488, 20761, 17881, 715, 14389, 40478, 40482, 2685, 8240, 22306, 504, 1495, 40478, 40482, 19007, 491, 43, 8393, 9378, 562, 6828, 260, 14635, 1571, 522, 1073, 1495, 11608, 651, 669, 2375, 40478, 40482, 13943, 6195, 488, 22848, 241, 1557, 6255, 3505, 40478, 40482, 1892, 500, 35844, 488, 4103, 556, 2107, 17577, 17881, 488, 278, 522, 3137, 7304, 8780, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[330, 840, 3347, 5298, 4568, 1511]"
104885,165751,"[40480, 649, 1224, 651, 19888, 488, 10982, 3316, 15657, 40481]","[[3753, 1133, 15657], [8780], [2262, 11951, 4914], [2056, 21453], [9649, 19888], [10982, 3316, 10046], [35662, 29471, 484]]","[40480, 40482, 5539, 481, 15657, 1073, 1256, 40478, 40482, 9933, 40478, 40482, 500, 246, 28058, 240, 9423, 481, 8780, 40478, 40482, 9467, 500, 481, 35662, 29471, 484, 488, 4914, 40478, 40482, 2030, 485, 14057, 240, 488, 18115, 481, 10734, 702, 1444, 240, 9822, 2528, 40478, 40482, 4846, 481, 2056, 19414, 240, 10982, 3316, 488, 19888, 40478, 40482, 5539, 1073, 668, 6720, 822, 40478, 40482, 485, 4103, 240, 8240, 10734, 715, 3753, 1133, 15657, 40478, 40482, 1325, 15405, 556, 8947, 17163, 2056, 19414, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[132, 840, 3670, 6335, 1754, 1904, 905]"
454648,134477,"[40480, 4017, 20930, 510, 9230, 5339, 25227, 40481]","[[6812], [9514, 4914], [8780], [5940], [589, 260, 4001, 17918], [3484, 9230, 4366], [15473, 8361], [15473, 10166], [6953], [6167, 20930, 510], [6444], [4017]]","[40480, 40482, 729, 2525, 10906, 485, 44, 12354, 250, 40478, 40482, 6672, 10254, 19633, 27086, 702, 17533, 4309, 556, 246, 6913, 7933, 240, 522, 1233, 246, 30291, 566, 19633, 4048, 2913, 40478, 40482, 500, 246, 11868, 5024, 240, 29369, 6812, 40478, 40482, 23667, 556, 481, 2806, 16126, 498, 9514, 4914, 240, 8780, 488, 5940, 40478, 40482, 9467, 485, 478, 11807, 40478, 40482, 500, 246, 1719, 5024, 240, 23667, 481, 2832, 16126, 498, 17918, 240, 9230, 4366, 240, 15473, 8361, 240, 15473, 10166, 240, 6953, 240, 20930, 510, 488, 6444, 40478, 40482, 9467, 485, 478, 11807, 488, 925, 246, 862, 500, 481, 2732, 498, 481, 9019, 40478, 40482, 8240, 2806, 16126, 666, 481, 862, 498, 481, 2832, 16126, 488, 2327, 6748, 485, 7087, 40478, 40482, 9467, 1073, 668, 16343, 40478, 40482, 9082, 22306, 666, 19633, 27086, 670, 280, 278, 281, 498, 481, 638, 1585, 40478, 40482, 19007, 562, 670, 10353, 1571, 240, 522, 1073, 481, 7124, 640, 4309, 903, 2324, 40478, 40482, 2457, 481, 2704, 5817, 702, 32667, 246, 32461, 500, 481, 2732, 498, 566, 498, 481, 25227, 40478, 40482, 507, 994, 848, 551, 2698, 40478, 40482, 668, 781, 481, 25227, 640, 1256, 240, 4846, 246, 1220, 4289, 498, 4017, 500, 246, 4835, 39587, 488, 2525, 40478, 40482, 4309, 4233, 481, 7124, 498, 1183, 19633, 770, 551, 498, 481, 10906, 488, 843, 1845, 240, 556, 246, 909, 498, 481, 4017, 40478, 40482, 481, 6720, 25227, 812, 13829, 803, 498, 481, 4017, 40478, 40481]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,"[2499, 6654, 840, 4717, 63, 7970, 332, 335, 6270, 2378, 6906, 3723]"
91362,18908,"[40480, 9472, 744, 272, 18359, 18366, 556, 22942, 14721, 33112, 40481]","[[1061, 494, 813, 2141], [14721, 17, 686], [22942, 8361], [3137, 14721, 7524], [4334, 1430, 11434], [1251, 14923, 10734], [15022, 8361], [1430, 827, 6591], [6953, 488, 1301, 11332], [946, 705, 1159, 1914, 11332, 6821], [21601, 29042]]","[40480, 40482, 500, 1220, 5024, 23667, 929, 1667, 16126, 485, 925, 481, 22942, 260, 14721, 33112, 40478, 40482, 7087, 862, 488, 8658, 746, 1000, 6913, 18366, 40478, 40482, 500, 1719, 5024, 23667, 1430, 11434, 556, 1115, 1667, 16126, 240, 7533, 6953, 488, 11332, 485, 704, 3301, 40478, 40482, 1529, 704, 983, 488, 23667, 1288, 16126, 862, 40478, 40482, 1983, 5089, 9019, 666, 287, 1738, 2627, 40478, 40482, 13444, 5089, 1738, 2627, 504, 15945, 13444, 715, 11868, 260, 1583, 2525, 40478, 40482, 580, 881, 485, 1178, 481, 13444, 3403, 1562, 485, 3922, 10644, 260, 10406, 40478, 40482, 616, 994, 921, 15152, 284, 1571, 504, 1183, 737, 40478, 40482, 512, 1598, 1359, 5539, 1288, 500, 481, 10906, 240, 645, 512, 6469, 40478, 40482, 2457, 5089, 1738, 2627, 562, 2704, 5817, 488, 1495, 1183, 5089, 15774, 556, 566, 8654, 498, 11332, 260, 1914, 6821, 2167, 481, 1009, 2176, 522, 620, 498, 32058, 40478, 40482, 606, 1359, 8061, 622, 29042, 504, 481, 13444, 40478, 40482, 616, 808, 2722, 246, 1113, 557, 600, 812, 3667, 1503, 40478, 40482, 4103, 18366, 504, 23750, 29042, 37236, 556, 22942, 260, 14721, 33112, 488, 704, 10114, 571, 14719, 40478, 40482, 3855, 571, 14719, 271, 15126, 23687, 240, 8684, 19811, 240, 8684, 3137, 21453, 522, 692, 37297, 17128, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2,"[4623, 4390, 1329, 2837, 4189, 5362, 3217, 3502, 6274, 4816, 3610]"
45871,167828,"[40480, 2032, 25905, 5825, 556, 4835, 486, 11885, 8640, 40481]","[[1430, 12395], [6878], [19414], [11332], [15022, 8361], [6953], [712, 941, 3012], [16954, 7524], [4835, 486, 11885, 8640], [38966, 19811], [25905]]","[40480, 40482, 23667, 12395, 240, 6878, 240, 19414, 240, 11332, 240, 15022, 8361, 240, 6953, 488, 712, 941, 3012, 500, 1719, 5024, 40478, 40482, 7570, 3325, 498, 25905, 1073, 3674, 6018, 2705, 921, 24927, 498, 5089, 9019, 488, 3612, 609, 500, 25905, 3674, 40478, 40482, 1082, 5825, 500, 25175, 6847, 40478, 40482, 861, 4467, 481, 2695, 498, 481, 6847, 240, 1495, 556, 1444, 498, 481, 4835, 486, 11885, 8640, 488, 1444, 498, 481, 19811, 40478, 40482, 7035, 556, 1420, 8556, 40478, 40482, 8240, 16954, 7524, 715, 1495, 40478, 40482, 2454, 488, 19007, 280, 277, 278, 280, 1808, 491, 43, 8393, 9378, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[3533, 6061, 5010, 5319, 3217, 6270, 5168, 7227, 6321, 2131, 893]"
150752,91171,"[40480, 16509, 30032, 38265, 732, 20368, 3634, 40481]","[[8780], [9689], [21453], [38139, 296, 3674], [21570], [3137, 20930, 510], [6953, 488, 11332], [1845, 10734], [589, 260, 4001, 17918], [1444, 260, 488, 260, 1444], [5867, 6382], [20826, 2507, 10837], [1924, 1087, 924]]","[40480, 40482, 500, 246, 11868, 5082, 715, 11868, 1583, 2525, 9423, 8780, 40478, 40482, 4846, 9689, 240, 19414, 240, 38139, 240, 13179, 240, 488, 20930, 510, 582, 39254, 40478, 40482, 7033, 556, 6953, 240, 11332, 488, 1845, 10734, 488, 5539, 284, 1571, 40478, 40482, 4846, 17918, 488, 5539, 246, 2176, 725, 40478, 40482, 4846, 1444, 260, 488, 260, 1444, 488, 6382, 488, 2030, 485, 246, 8963, 240, 674, 9467, 500, 10837, 488, 1087, 924, 40478, 40482, 2030, 8294, 651, 485, 246, 14057, 240, 18115, 2525, 488, 32093, 7648, 1571, 240, 1073, 10837, 640, 9649, 488, 8294, 980, 20559, 485, 3135, 481, 651, 498, 246, 9082, 40478, 40482, 6018, 481, 20930, 510, 582, 39254, 617, 481, 8294, 40478, 40482, 481, 20930, 510, 3674, 812, 604, 3271, 811, 666, 481, 8294, 40478, 40482, 9467, 488, 9806, 29471, 855, 500, 704, 8294, 40478, 40482, 8240, 8294, 666, 16090, 40478, 40482, 1495, 556, 15126, 6821, 522, 2056, 19414, 645, 10114, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,"[840, 298, 5010, 1125, 1093, 2909, 6276, 3810, 63, 3589, 1297, 3636, 271]"
261973,134574,"[40480, 14259, 12395, 40118, 556, 14389, 10837, 4532, 40481]","[[8780], [3137, 4532, 3674], [6953], [11332], [31801, 12395, 14259], [1924, 978, 10837], [21453], [20586, 14389]]","[40480, 40482, 729, 2525, 10906, 485, 44, 8393, 9378, 250, 40478, 40482, 500, 1220, 5024, 9467, 277, 3, 21, 3696, 8780, 240, 277, 3, 21, 3696, 17163, 4532, 240, 277, 278, 280, 3, 3696, 6953, 240, 277, 278, 282, 3, 3696, 11332, 40478, 40482, 556, 983, 7582, 616, 9019, 589, 715, 12395, 40478, 40482, 500, 14792, 34, 5895, 15103, 260, 3612, 6847, 9423, 481, 5040, 8780, 500, 10906, 40478, 40482, 6018, 6847, 617, 10906, 40478, 40482, 4846, 10837, 240, 21453, 240, 277, 278, 280, 3, 3696, 6953, 240, 488, 5040, 17163, 4532, 40478, 40482, 8263, 485, 3135, 40478, 40482, 3056, 10837, 488, 21453, 485, 2075, 498, 6847, 488, 1233, 1220, 25175, 8967, 500, 2732, 40478, 40482, 1082, 12395, 504, 481, 8967, 40478, 40482, 14259, 7379, 1571, 40478, 40482, 4846, 14389, 485, 6847, 785, 481, 12395, 240, 488, 14259, 6828, 485, 11083, 1571, 1872, 240, 11343, 504, 481, 23171, 498, 12395, 240, 522, 1073, 5089, 35357, 13908, 666, 2732, 498, 12395, 6337, 39, 11421, 9378, 250, 40478, 40482, 10553, 12395, 485, 246, 10663, 16153, 40478, 40482, 851, 1229, 7648, 1571, 485, 1233, 20483, 40478, 40482, 10553, 10837, 240, 21453, 240, 488, 14389, 485, 16153, 785, 481, 12395, 40478, 40482, 8240, 6847, 1121, 14719, 666, 246, 1220, 5024, 40478, 40482, 23683, 811, 4739, 617, 1121, 14719, 40478, 40482, 4103, 556, 12395, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,"[840, 2883, 6270, 5319, 5605, 284, 5010, 3170]"
278126,175931,"[40480, 571, 2014, 243, 16296, 25084, 40481]","[[22992, 24481, 7087], [17869, 6020], [1353], [6812], [571, 2014, 243, 3585], [4074, 7950, 4518, 7327], [27593], [19411, 755, 4914, 31757]]","[40480, 40482, 2525, 10906, 485, 43, 28852, 250, 40478, 40482, 26023, 7933, 16670, 34, 291, 260, 3652, 6847, 556, 5523, 260, 3261, 6913, 7933, 40478, 40482, 500, 11868, 5024, 240, 9467, 24481, 7087, 240, 6020, 240, 1353, 488, 6812, 8393, 10061, 556, 9082, 40478, 40482, 4846, 277, 3026, 498, 481, 571, 2014, 243, 5333, 240, 481, 7327, 488, 27593, 40478, 40482, 9467, 668, 1073, 862, 16343, 40478, 40482, 8240, 666, 6847, 40478, 40482, 35009, 5040, 277, 278, 280, 3026, 571, 2014, 243, 5333, 715, 1495, 40478, 40482, 19007, 15931, 485, 20986, 1571, 522, 1073, 2732, 544, 1233, 669, 4309, 2375, 240, 1495, 544, 2314, 2832, 488, 6195, 668, 1759, 485, 2140, 841, 617, 2000, 498, 6847, 40478, 40482, 2548, 2055, 240, 670, 280, 1808, 40478, 40482, 562, 25084, 240, 1892, 666, 287, 4662, 702, 282, 4662, 40478, 40482, 485, 4103, 240, 20761, 1183, 24481, 556, 19411, 31757, 40478, 40482, 2454, 488, 8658, 746, 775, 5040, 25084, 40478, 40481]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[3157, 7557, 7655, 2499, 7200, 4493, 342, 1069]"
277897,95843,"[40480, 954, 4739, 5317, 5409, 40481]","[[563, 19826, 17918], [563, 19826, 7179, 6444], [20613, 8361], [15473, 10166], [6953], [1353], [25617, 2169], [16156, 2583, 6020], [15000], [24329, 26285]]","[40480, 40482, 500, 246, 1719, 5024, 7087, 1281, 481, 17918, 240, 6444, 240, 20613, 8361, 240, 15473, 10166, 240, 488, 6953, 240, 488, 1233, 2913, 40478, 40482, 500, 246, 18434, 3026, 522, 1220, 5024, 240, 29369, 1281, 589, 498, 481, 2806, 16126, 240, 2303, 481, 24329, 26285, 40478, 40482, 4846, 481, 2806, 16126, 666, 481, 2832, 16126, 240, 488, 29369, 862, 485, 23667, 40478, 40482, 20761, 481, 24329, 26285, 715, 481, 1495, 498, 481, 22306, 488, 29369, 1503, 485, 478, 11807, 40478, 40482, 8240, 22306, 666, 35050, 53, 3652, 6847, 40478, 40482, 19007, 491, 43, 8393, 9378, 562, 7379, 260, 10353, 1571, 522, 1073, 531, 13908, 32461, 2323, 551, 2698, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,"[7358, 7357, 1589, 335, 6270, 7655, 739, 6237, 7449, 1504]"
288148,19667,"[40480, 38450, 5082, 31711, 7304, 5867, 6285, 40481]","[[31801, 918, 15509, 5867, 5355, 21940], [2056, 19414], [6167, 2654, 5581, 10207, 11125], [6167, 7304], [15022, 796, 527], [2507, 6444], [1353], [13249, 7524], [8780]]","[40480, 40482, 1082, 5867, 6285, 500, 246, 280, 260, 660, 2212, 2434, 2839, 1781, 278, 38450, 5082, 40478, 40482, 4846, 5040, 16126, 500, 481, 2235, 1886, 240, 32805, 13241, 556, 481, 8780, 1009, 40478, 40482, 2454, 488, 5539, 504, 954, 562, 287, 485, 288, 1808, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[1254, 6335, 2371, 2204, 3203, 800, 7655, 4253, 840]"
467785,65495,"[40480, 7468, 2056, 1591, 6250, 241, 40481]","[[11434, 7961], [1353], [11434, 3888], [6953], [11332], [734, 3524, 262], [13179], [9911, 742], [38139], [10837], [1050, 4616], [34058, 3674], [9514, 4914]]","[40480, 40482, 1082, 11434, 500, 246, 1719, 5082, 522, 19351, 10906, 40478, 40482, 4846, 1353, 240, 11434, 3888, 240, 6953, 488, 11332, 40478, 40482, 2454, 240, 2030, 485, 246, 14057, 240, 488, 32093, 277, 2088, 40478, 40482, 4846, 734, 3524, 802, 240, 21570, 240, 9911, 742, 240, 38139, 488, 10837, 40478, 40482, 2454, 488, 32093, 6828, 1571, 725, 240, 522, 1073, 5089, 544, 4941, 40478, 40482, 4846, 1050, 4616, 488, 34058, 488, 32093, 1073, 16039, 640, 4941, 240, 284, 260, 5895, 1571, 725, 40478, 40482, 3301, 488, 4846, 6444, 645, 507, 535, 834, 9514, 40478, 40482, 36305, 666, 8294, 13714, 488, 1325, 15405, 556, 9514, 4914, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[440, 7655, 426, 6270, 5319, 5190, 1093, 4227, 1124, 5648, 6644, 6760, 6654]"
35706,147718,"[40480, 1626, 879, 5033, 5867, 40481]","[[31801, 918, 15509, 5867, 5355, 21940], [6167, 20930, 510, 3674], [19414], [8780], [6953], [1301, 11332], [6167, 734, 5612], [6167, 17841], [7304, 7524]]","[40480, 40482, 500, 246, 1719, 14046, 6847, 240, 9423, 8780, 715, 11868, 2525, 40478, 40482, 4846, 5867, 488, 5539, 670, 287, 1571, 522, 1073, 2507, 504, 1109, 2000, 40478, 40482, 512, 823, 803, 870, 3746, 3184, 793, 240, 620, 664, 24083, 484, 40478, 40482, 6018, 5867, 485, 246, 3505, 488, 35009, 556, 277, 278, 282, 3, 3696, 498, 481, 6953, 488, 277, 278, 282, 3, 3696, 498, 481, 11332, 240, 488, 1233, 2913, 562, 481, 1113, 40478, 40482, 500, 246, 1220, 5024, 240, 7087, 5040, 6953, 240, 11332, 240, 20930, 510, 240, 17841, 240, 734, 5612, 488, 7304, 7524, 40478, 40482, 4846, 481, 21453, 485, 481, 6847, 488, 9467, 485, 3135, 556, 481, 8780, 278, 5089, 20483, 999, 500, 481, 6847, 40478, 40482, 597, 4846, 481, 7304, 7524, 260, 16361, 9019, 485, 6847, 488, 12277, 609, 1076, 24215, 5333, 491, 481, 2695, 40478, 40482, 2030, 485, 246, 14057, 488, 2294, 5867, 485, 6847, 240, 668, 550, 3081, 507, 500, 655, 40478, 40482, 2454, 488, 5539, 715, 11868, 670, 6828, 1571, 240, 522, 1073, 5379, 980, 899, 2377, 488, 9019, 544, 246, 1435, 5534, 3184, 40478, 40482, 485, 4103, 240, 9082, 21453, 9019, 715, 522, 485, 481, 737, 498, 1183, 2399, 40478, 40482, 249, 2697, 812, 851, 481, 9019, 14057, 562, 281, 485, 284, 1571, 781, 4848, 481, 5867, 485, 481, 6847, 488, 27370, 481, 2525, 485, 11868, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[1254, 2379, 5010, 840, 6270, 590, 2324, 2350, 159]"
222238,159527,"[40480, 5867, 831, 478, 4481, 40481]","[[37754, 10734], [6020], [30878, 7524], [2832, 23488], [2507, 6444], [23618, 10848], [15022, 6953], [11332], [31801, 918, 15509, 5867, 6285]]","[40480, 40482, 23667, 16126, 240, 2303, 562, 481, 5867, 6285, 240, 500, 1220, 4835, 39587, 488, 32093, 562, 284, 1571, 488, 2548, 40478, 40482, 8240, 715, 481, 5867, 6285, 488, 831, 25838, 562, 281, 1808, 500, 481, 9188, 40478, 40482, 13444, 5867, 1073, 1256, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[6696, 4987, 5422, 2430, 800, 5685, 3219, 5319, 1252]"
